doi,title,year,journal,decision_Claude,exclusion_label,justification
10.1002/ecs2.70233,"EXPLORING THE CONSEQUENCES OF COMPLEX HABITAT LOSS FOR THE NEW ZEALAND BLUE COD, PARAPERCIS COLIAS",2025,ECOSPHERE,Include,,Modèle marin + gestion explicite
10.1002/eap.2977,COMBINING MESOCOSMS WITH MODELS REVEALS EFFECTS OF GLOBAL WARMING AND OCEAN ACIDIFICATION ON A TEMPERATE MARINE ECOSYSTEM,2024,ECOLOGICAL APPLICATIONS,Include,,Modèle marin + gestion explicite
10.1111/j.1752-4571.2011.00215.x,EVOLUTIONARY AND ECOLOGICAL FEEDBACKS OF THE SURVIVAL COST OF REPRODUCTION,2012,EVOLUTIONARY APPLICATIONS,Include,,Modèle marin + gestion explicite
10.3389/fmars.2021.567266,TOWARD IMPROVED MODEL CAPACITIES FOR ASSESSMENT OF CLIMATE IMPACTS ON COASTAL BENTHO-PELAGIC FOOD WEBS AND ECOSYSTEM SERVICES,2021,FRONTIERS IN MARINE SCIENCE,Review/synthesis,,Revue de littérature
10.1016/j.jenvman.2025.126809,ASSESSING THE EFFECTIVENESS OF REMOTE SENSING VARIABLES FOR COARSE-SCALE AMPHIBIAN DISTRIBUTION MODELING: A CASE STUDY OF FEJERVARYA MULTISTRIATA IN CHINA,2025,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Include,,Modèle marin + gestion explicite
10.3389/fmars.2021.624355,MANAGEMENT STRATEGY EVALUATION ALLOWING THE LIGHT ON THE HILL TO ILLUMINATE MORE THAN ONE SPECIES,2021,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1139/cjfas-2017-0149,STRUCTURAL UNCERTAINTY IN QUALITATIVE MODELS FOR ECOSYSTEM-BASED MANAGEMENT OF GEORGES BANK,2018,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,Include,,Modèle marin + gestion explicite
10.1371/journal.pone.0008907,IDENTIFYING THRESHOLDS FOR ECOSYSTEM-BASED MANAGEMENT,2010,PLOS ONE,Include,,Modèle marin + gestion explicite
10.1016/j.jtbi.2013.12.006,EVOLUTIONARY COMPARISON BETWEEN VIRAL LYSIS RATE AND LATENT PERIOD,2014,JOURNAL OF THEORETICAL BIOLOGY,Include,,Modèle marin + gestion explicite
10.3389/fmars.2025.1640487,MANAGING FISHERIES AND ECOSYSTEMS: CURRENT GOOD PRACTICES AND THE ECOSCOPE PROJECT EXPERIENCE,2025,FRONTIERS IN MARINE SCIENCE,Exclude,Not a model,Pas de modèle formel identifié
10.1371/journal.pone.0230946,EVALUATING FISHERIES CONSERVATION STRATEGIES IN THE SOCIO-ECOLOGICAL SYSTEM: A GRID-BASED DYNAMIC MODEL TO LINK SPATIAL CONSERVATION PRIORITIZATION TOOLS WITH TACTICAL FISHERIES MANAGEMENT,2020,PLOS ONE,Include,,Modèle marin + gestion explicite
10.3989/scimar.04271.18A,PARAMETER CONSTRAINTS OF GRAZING RESPONSE FUNCTIONS. IMPLICATIONS FOR PHYTOPLANKTON BLOOM INITIATION,2016,SCIENTIA MARINA,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1016/j.ecolecon.2020.106892,HOW TO CHOOSE? A BIOECONOMIC MODEL FOR OPTIMIZING RIVER BARRIER MITIGATION ACTIONS,2021,ECOLOGICAL ECONOMICS,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1016/j.ecolmodel.2019.05.005,PREDICTING MARINE SPECIES DISTRIBUTIONS: COMPLEMENTARITY OF FOOD-WEB AND BAYESIAN HIERARCHICAL MODELLING APPROACHES,2019,ECOLOGICAL MODELLING,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fsaa049,AGE-STRUCTURED BIOECONOMIC MODEL FOR STRATEGIC INTERACTION: AN APPLICATION TO POMFRET STOCK IN THE ARABIAN/PERSIAN GULF,2020,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1093/reep/reaa005,THE ECONOMICS OF THE JOINT MANAGEMENT OF WATER RESOURCES AND AQUATIC SPECIES IN THE UNITED STATES,2020,REVIEW OF ENVIRONMENTAL ECONOMICS AND POLICY,Review/synthesis,,Revue de littérature
10.1002/lno.11067,BIOGEOGRAPHY OF ZOOPLANKTON FEEDING STRATEGY,2019,LIMNOLOGY AND OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.1016/j.pocean.2018.03.008,REALIZED NICHES EXPLAIN SPATIAL GRADIENTS IN SEASONAL ABUNDANCE OF PHYTOPLANKTON GROUPS IN THE SOUTH CHINA SEA,2018,PROGRESS IN OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.1016/j.ecolmodel.2016.08.008,MODELLING FOOD WEB STRUCTURE USING AN END-TO-END APPROACH IN THE COASTAL ECOSYSTEM OF THE GULF OF GABES (TUNISIA),2016,ECOLOGICAL MODELLING,Include,,Modèle marin + gestion explicite
10.1016/j.ecolmodel.2017.07.021,QUALITATIVE MODELLING OF FUNCTIONAL RELATIONSHIPS IN MARINE BENTHIC COMMUNITIES,2017,ECOLOGICAL MODELLING,Review/synthesis,,Revue de littérature
10.1016/j.rsma.2023.103100,STRUCTURAL AND FUNCTIONAL CHANGES IN ARTIFICIAL REEFS ECOSYSTEM STRESSED BY TROPHIC MODELLING APPROACH: CASE STUDY IN THE BAY OF BISCAY,2023,REGIONAL STUDIES IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1080/23308249.2019.1619071,ADDRESSING CHALLENGES COMMON TO MODERN RECREATIONAL FISHERIES WITH A BUFFET-STYLE LANDSCAPE MANAGEMENT APPROACH,2019,REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,Include,,Modèle marin + gestion explicite
10.3354/meps10639,REGIONAL TRADE-OFFS FROM MULTI-SPECIES MAXIMUM SUSTAINABLE YIELD (MMSY) MANAGEMENT OPTIONS,2014,MARINE ECOLOGY PROGRESS SERIES,Include,,Modèle marin + gestion explicite
10.1007/s10640-021-00571-z,"THE ROLE OF FOOD WEB INTERACTIONS IN MULTISPECIES FISHERIES MANAGEMENT: BIO-ECONOMIC ANALYSIS OF SALMON, HERRING AND GREY SEAL IN THE NORTHERN BALTIC SEA",2021,ENVIRONMENTAL & RESOURCE ECONOMICS,Include,,Modèle marin + gestion explicite
10.1016/j.fishres.2010.11.007,BIOECONOMIC EVALUATION OF FISHERIES ENFORCEMENT EFFORT USING A MULTIFLEET SIMULATION MODEL,2011,FISHERIES RESEARCH,Include,,Modèle marin + gestion explicite
10.1080/08941920.2014.905811,HOG DADDY AND THE WALLS OF STEEL: CATCH SHARES AND ECOSYSTEM CHANGE IN THE NEW ENGLAND GROUNDFISHERY,2014,SOCIETY & NATURAL RESOURCES,Include,,Modèle marin + gestion explicite
10.1111/1467-8489.12317,PROFIT AND EQUITY TRADE-OFFS IN THE MANAGEMENT OF SMALL PELAGIC FISHERIES: THE CASE OF THE JAPANESE SARDINE FISHERY*,2019,AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,Include,,Modèle marin + gestion explicite
10.1016/j.ocecoaman.2017.01.014,EXPLORING CONFLICTING MANAGEMENT OBJECTIVES IN REBUILDING OF MULTI-STOCK FISHERIES,2017,OCEAN & COASTAL MANAGEMENT,Include,,Modèle marin + gestion explicite
10.1177/1354816620939698,CORAL REEF CONSERVATION INCENTIVES AND REVENUE SHARING,2021,TOURISM ECONOMICS,Include,,Modèle marin + gestion explicite
10.1016/j.ecolmodel.2013.05.012,DESCRIPTION AND VALIDATION OF PRODUCTION PROCESSES IN THE CORAL REEF ECOSYSTEM MODEL CAFFEE (CORAL-ALGAE-FISH-FISHERIES ECOSYSTEM ENERGETICS) WITH A FISHERIES CLOSURE AND CLIMATIC DISTURBANCE,2013,ECOLOGICAL MODELLING,Include,,Modèle marin + gestion explicite
10.1016/j.scitotenv.2019.05.187,PREDICTING IMPACTS OF CHEMICALS FROM ORGANISMS TO ECOSYSTEM SERVICE DELIVERY: A CASE STUDY OF INSECTICIDE IMPACTS ON A FRESHWATER LAKE,2019,SCIENCE OF THE TOTAL ENVIRONMENT,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1002/eco.2022,A REVIEW OF MACROINVERTEBRATE- AND FISH-BASED STREAM HEALTH MODELLING TECHNIQUES,2018,ECOHYDROLOGY,Review/synthesis,,Revue de littérature
10.1007/s10530-014-0649-6,SHAPING UP MODEL TRANSFERABILITY AND GENERALITY OF SPECIES DISTRIBUTION MODELING FOR PREDICTING INVASIONS: IMPLICATIONS FROM A STUDY ON BYTHOTREPHES LONGIMANUS,2014,BIOLOGICAL INVASIONS,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1016/j.ecolecon.2017.11.033,THE ROLE OF PRECAUTION IN STOCK RECOVERY PLANS IN A FISHERY WITH HABITAT EFFECT,2018,ECOLOGICAL ECONOMICS,Include,,Modèle marin + gestion explicite
10.1016/j.pocean.2009.09.012,COUPLING LOW AND HIGH TROPHIC LEVELS MODELS: TOWARDS A PATHWAYS-ORIENTATED APPROACH FOR END-TO-END MODELS,2010,PROGRESS IN OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.1002/lol2.10304,ACCLIMATION BY DIVERSE PHYTOPLANKTON SPECIES DETERMINES OCEANIC CARBON TO NITROGEN RATIOS,2023,LIMNOLOGY AND OCEANOGRAPHY LETTERS,Review/synthesis,,Revue de littérature
10.1016/j.jmarsys.2015.01.009,PHYTOPLANKTON SUCCESSION EXPLAINS SIZE-PARTITIONING OF NEW PRODUCTION FOLLOWING UPWELLING-INDUCED BLOOMS,2015,JOURNAL OF MARINE SYSTEMS,Include,,Modèle marin — inclus par règle du doute
10.1016/j.pocean.2012.03.004,ECOSYSTEM LIMITS TO FOOD WEB FLUXES AND FISHERIES YIELDS IN THE NORTH SEA SIMULATED WITH AN END-TO-END FOOD WEB MODEL,2012,PROGRESS IN OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.1371/journal.pone.0120376,OCEAN ACIDIFICATION MAY AGGRAVATE SOCIAL-ECOLOGICAL TRADE-OFFS IN COASTAL FISHERIES,2015,PLOS ONE,Include,,Modèle marin + gestion explicite
10.1111/faf.12607,GEAR RESTRICTIONS CREATE CONSERVATION AND FISHERIES TRADE-OFFS FOR MANAGEMENT,2022,FISH AND FISHERIES,Include,,Modèle marin + gestion explicite
10.1111/jfb.15741,COST-BENEFIT ANALYSIS OF ECOSYSTEM MODELING TO SUPPORT FISHERIES MANAGEMENT,2024,JOURNAL OF FISH BIOLOGY,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fsw199,FROM DATA RICH TO DATA-LIMITED HARVEST STRATEGIES-DOES MORE DATA MEAN BETTER MANAGEMENT?,2017,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.ecolmodel.2014.04.002,A TOOLBOX TO EVALUATE DATA RELIABILITY FOR WHOLE-ECOSYSTEM MODELS: APPLICATION ON THE BAY OF BISCAY CONTINENTAL SHELF FOOD-WEB MODEL,2014,ECOLOGICAL MODELLING,Include,,Modèle marin + gestion explicite
10.5194/bg-16-1865-2019,RECIPROCAL BIAS COMPENSATION AND ENSUING UNCERTAINTIES IN MODEL-BASED CLIMATE PROJECTIONS: PELAGIC BIOGEOCHEMISTRY VERSUS OCEAN MIXING,2019,BIOGEOSCIENCES,Include,,Modèle marin — inclus par règle du doute
10.1016/j.ecolmodel.2025.111278,INTEGRATING MARINE PROTECTED AREAS AND SPATIAL FISHERIES RESTRICTIONS IN ECOSYSTEM MODELS OF THE AEGEAN SEA,2025,ECOLOGICAL MODELLING,Include,,Modèle marin + gestion explicite
10.1038/ncomms5299,GLOBAL RELATIONSHIP BETWEEN PHYTOPLANKTON DIVERSITY AND PRODUCTIVITY IN THE OCEAN,2014,NATURE COMMUNICATIONS,Include,,Modèle marin — inclus par règle du doute
10.1007/s10750-013-1555-0,CAN HABITAT MODELLING FOR THE OCTOPUS ELEDONE CIRRHOSA HELP IDENTIFY KEY AREAS FOR RISSO'S DOLPHIN IN SCOTTISH WATERS?,2014,HYDROBIOLOGIA,Include,,Modèle marin + gestion explicite
10.1139/cjfas-2024-0277,THIRTY-YEAR IMPACT OF A LANDING OBLIGATION ON COUPLED DYNAMICS ECOSYSTEM-FISHERS: INDIVIDUAL-BASED MODELLING APPROACH APPLIED TO EASTERN ENGLISH CHANNEL,2025,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,Include,,Modèle marin + gestion explicite
10.1029/2023EF004393,KEY UNCERTAINTIES AND MODELING NEEDS FOR MANAGING LIVING MARINE RESOURCES IN THE FUTURE ARCTIC OCEAN,2024,EARTHS FUTURE,Include,,Modèle marin + gestion explicite
10.5194/gmd-11-1421-2018,A PROTOCOL FOR THE INTERCOMPARISON OF MARINE FISHERY AND ECOSYSTEM MODELS: FISH-MIP V1.0,2018,GEOSCIENTIFIC MODEL DEVELOPMENT,Include,,Modèle marin + gestion explicite
10.1007/s10640-021-00598-2,SEISMIC SHIFTS FROM REGULATIONS: SPATIAL TRADE-OFFS IN MARINE MAMMALS AND THE VALUE OF INFORMATION FROM HYDROCARBON SEISMIC SURVEYING,2021,ENVIRONMENTAL & RESOURCE ECONOMICS,Include,,Modèle marin + gestion explicite
10.5194/gmd-18-4155-2025,"PIBM 1.0: AN INDIVIDUAL-BASED MODEL FOR SIMULATING PHYTOPLANKTON ACCLIMATION, DIVERSITY, AND EVOLUTION IN THE OCEAN",2025,GEOSCIENTIFIC MODEL DEVELOPMENT,Include,,Modèle marin — inclus par règle du doute
10.4319/lo.2013.58.3.1008,ENVIRONMENTAL SELECTION AND RESOURCE ALLOCATION DETERMINE SPATIAL PATTERNS IN PICOPHYTOPLANKTON CELL SIZE,2013,LIMNOLOGY AND OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.1016/j.biocon.2020.108766,EVALUATING ANTARCTIC MARINE PROTECTED AREA SCENARIOS USING A DYNAMIC FOOD WEB MODEL,2020,BIOLOGICAL CONSERVATION,Include,,Modèle marin + gestion explicite
10.1016/j.ocecoaman.2025.108073,SPATIALLY DIFFERENTIATED RESTORATION STRATEGIES OPTIMIZE MULTIPLE ECOSYSTEM FUNCTIONS IN TIDAL MARSHES AFTER SPARTINA ERADICATION,2026,OCEAN & COASTAL MANAGEMENT,Include,,Modèle marin + gestion explicite
10.1111/1467-8489.12369,EFFECTIVENESS OF HARVEST STRATEGIES IN ACHIEVING MULTIPLE MANAGEMENT OBJECTIVES IN A MULTISPECIES FISHERY,2020,AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,Include,,Modèle marin + gestion explicite
10.3389/fmars.2022.1014361,TOWARDS A UNIFIED ECO-EVOLUTIONARY FRAMEWORK FOR FISHERIES MANAGEMENT: COUPLING ADVANCES IN NEXT-GENERATION SEQUENCING WITH SPECIES DISTRIBUTION MODELLING,2023,FRONTIERS IN MARINE SCIENCE,Exclude,Conceptual only,Cadre conceptuel sans application
10.5343/bms.2016.1057,IMPROVING THE SPATIAL ALLOCATION OF FUNCTIONAL GROUP BIOMASSES IN SPATIALLY-EXPLICIT ECOSYSTEM MODELS: INSIGHTS FROM THREE GULF OF MEXICO MODELS,2016,BULLETIN OF MARINE SCIENCE,Review/synthesis,,Revue de littérature
10.1016/j.ecolind.2025.113931,POTENTIAL CARBON STOCK DISTRIBUTION OF MANGROVE AND SYNERGISTIC EFFECT OF ECOSYSTEM SERVICES IN CHINA,2025,ECOLOGICAL INDICATORS,Include,,Modèle marin + gestion explicite
10.5194/gmd-11-1181-2018,ERROR ASSESSMENT OF BIOGEOCHEMICAL MODELS BY LOWER BOUND METHODS (NOMMA-1.0),2018,GEOSCIENTIFIC MODEL DEVELOPMENT,Include,,Modèle marin + gestion explicite
10.1016/j.jmarsys.2009.12.015,"PROGRESS IN MARINE ECOSYSTEM MODELLING AND THE ""UNREASONABLE EFFECTIVENESS OF MATHEMATICS""",2010,JOURNAL OF MARINE SYSTEMS,Review/synthesis,,Revue de littérature
10.1016/j.pocean.2022.102878,RECOMMENDATIONS FOR THE FORMULATION OF GRAZING IN MARINE BIOGEOCHEMICAL AND ECOSYSTEM MODELS,2022,PROGRESS IN OCEANOGRAPHY,Review/synthesis,,Revue de littérature
10.1093/icesjms/fsv173,EVALUATING TROPHIC AND NON-TROPHIC EFFECTS OF SHELLFISH AQUACULTURE IN A COASTAL ESTUARINE FOODWEB,2016,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1890/15-1410.1,SPATIALLY EXPLICIT ASSESSMENT OF ESTUARINE FISH AFTER DEEPWATER HORIZON OIL SPILL: TRADE-OFF IN COMPLEXITY AND PARSIMONY,2016,ECOLOGICAL APPLICATIONS,Include,,Modèle marin + gestion explicite
10.1111/j.1467-2979.2011.00432.x,FORAGING ARENA THEORY,2012,FISH AND FISHERIES,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fsaf153,AN ECOSYSTEM MODELLING APPROACH TO ASSESS POTENTIAL IMPACTS OF OFFSHORE WIND FARMS,2025,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.scitotenv.2018.10.118,MODELLING FUTURE SAFE AND JUST OPERATING SPACES IN REGIONAL SOCIAL-ECOLOGICAL SYSTEMS,2019,SCIENCE OF THE TOTAL ENVIRONMENT,Include,,Modèle marin + gestion explicite
10.5194/bg-17-4059-2020,ASSESSING THE VALUE OF BIOGEOCHEMICAL ARGO PROFILES VERSUS OCEAN COLOR OBSERVATIONS FOR BIOGEOCHEMICAL MODEL OPTIMIZATION IN THE GULF OF MEXICO,2020,BIOGEOSCIENCES,Include,,Modèle marin + gestion explicite
10.1111/j.1526-100X.2011.00819.x,AN ECOSYSTEM MODEL FOR EXPLORING LAKE RESTORATION EFFECTS ON FISH COMMUNITIES AND FISHERIES IN FLORIDA,2012,RESTORATION ECOLOGY,Include,,Modèle marin + gestion explicite
10.1007/s12237-023-01246-2,"FISHERY CLOSURES, MORE THAN PREDATOR RELEASE, INCREASED PERSISTENCE OF NEARSHORE FISHES AND INVERTEBRATES TO THE DEEPWATER HORIZON OIL SPILL",2023,ESTUARIES AND COASTS,Include,,Modèle marin — inclus par règle du doute
10.1007/s12080-024-00594-4,SOCIAL-ECOLOGICAL MODELS WITH SOCIAL HIERARCHY AND SPATIAL STRUCTURE APPLIED TO SMALL-SCALE FISHERIES,2024,THEORETICAL ECOLOGY,Include,,Modèle marin + gestion explicite
10.1002/lno.70171,BIOMASS-TO-VOLUME RATIO AS A CENTRAL CONTINUOUS FUNCTIONAL TRAIT FOR MARINE ZOOPLANKTON,2025,LIMNOLOGY AND OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.1111/ecog.04461,EXPLORING THE TEMPORAL VARIABILITY OF A FOOD WEB USING LONG-TERM BIOMONITORING DATA,2019,ECOGRAPHY,Include,,Modèle marin + gestion explicite
10.1016/j.ecoser.2022.101414,"SPATIOTEMPORALLY EXPLICIT PREDICTION OF FUTURE ECOSYSTEM SERVICE PROVISIONING IN RESPONSE TO CLIMATE CHANGE, SEA LEVEL RISE, AND ADAPTATION STRATEGIES",2022,ECOSYSTEM SERVICES,Include,,Modèle marin + gestion explicite
10.1111/1365-2664.13417,OPTIMIZED FISHING THROUGH PERIODICALLY HARVESTED CLOSURES,2019,JOURNAL OF APPLIED ECOLOGY,Review/synthesis,,Revue de littérature
10.1016/j.ecolecon.2021.107178,RISK AVERSE POLICIES FOSTER BIO-ECONOMIC SUSTAINABILITY IN MIXED FISHERIES,2021,ECOLOGICAL ECONOMICS,Include,,Modèle marin + gestion explicite
10.1007/s10021-021-00601-3,IMPACT OF OCEAN ACIDIFICATION ON ECOSYSTEM FUNCTIONING AND SERVICES IN HABITAT-FORMING SPECIES AND MARINE ECOSYSTEMS,2021,ECOSYSTEMS,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fsaf078,LESSONS FROM SEVENTY-FIVE YEARS OF ECOSYSTEM MODELING IN THE NORTHEASTERN US SHELF,2025,ICES JOURNAL OF MARINE SCIENCE,Review/synthesis,,Revue de littérature
10.1126/sciadv.1501822,WHY MARINE PHYTOPLANKTON CALCIFY,2016,SCIENCE ADVANCES,Review/synthesis,,Revue de littérature
10.1038/s41564-025-02237-8,CELL CYCLE DYSREGULATION OF GLOBALLY IMPORTANT SAR11 BACTERIA RESULTING FROM ENVIRONMENTAL PERTURBATION,2026,NATURE MICROBIOLOGY,Exclude,Not a model,Pas de modèle formel identifié
10.1016/j.rsma.2021.101745,CONSERVATION HOTSPOTS FOR FISH HABITATS: A CASE STUDY FROM ENGLISH AND WELSH WATERS,2021,REGIONAL STUDIES IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.ecss.2009.12.013,ASSESSMENT OF COASTAL MANAGEMENT OPTIONS BY MEANS OF MULTILAYERED ECOSYSTEM MODELS,2010,ESTUARINE COASTAL AND SHELF SCIENCE,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fsaa219,COMPARISON OF APPROACHES FOR INCORPORATING DEPREDATION ON FISHERIES CATCHES INTO ECOPATH,2020,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.marpol.2020.104296,CURRENT AND POTENTIAL CONTRIBUTIONS OF THE GULF OF LION FISHERIES RESTRICTED AREA TO FISHERIES SUSTAINABILITY IN THE NW MEDITERRANEAN SEA,2021,MARINE POLICY,Include,,Modèle marin + gestion explicite
10.1016/j.ecolmodel.2014.11.012,"EVALUATION OF THE EFFECTS ON ROCKFISH AND KELP ARTISANAL FISHERIES OF THE PROPOSED MEJILLONES PENINSULA MARINE PROTECTED AREA (NORTHERN CHILE, SE PACIFIC COAST)",2015,ECOLOGICAL MODELLING,Include,,Modèle marin + gestion explicite
10.1017/S037689292200039X,INTEGRATING HABITAT MODELS FOR THREATENED SPECIES WITH LANDOWNERSHIP INFORMATION TO INFORM COASTAL RESILIENCY AND CONSERVATION PLANNING,2023,ENVIRONMENTAL CONSERVATION,Include,,Modèle marin + gestion explicite
10.3389/fmars.2021.675428,ENHANCING OCEAN BIOGEOCHEMICAL MODELS WITH PHYTOPLANKTON VARIABLE COMPOSITION,2021,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.3354/meps13963,MARINE RESEARCH AND MANAGEMENT TOPICS ADDRESSED BY PROCESS-BASED ECOSYSTEM MODELS INTRODUCTION,2021,MARINE ECOLOGY PROGRESS SERIES,Include,,Modèle marin + gestion explicite
10.1038/s41598-021-00334-2,MAPPING MANIFESTATIONS OF PARAMETRIC UNCERTAINTY IN PROJECTED PELAGIC OXYGEN CONCENTRATIONS BACK TO CONTEMPORARY LOCAL MODEL FIDELITY,2021,SCIENTIFIC REPORTS,Include,,Modèle marin — inclus par règle du doute
10.1016/j.ecolmodel.2016.05.010,DEVELOPING A HIGH TAXONOMIC RESOLUTION FOOD WEB MODEL TO ASSESS THE FUNCTIONAL ROLE OF FORAGE FISH IN THE CALIFORNIA CURRENT ECOSYSTEM,2016,ECOLOGICAL MODELLING,Include,,Modèle marin + gestion explicite
10.1111/ddi.12832,TESTING THE TRANSFERABILITY OF TRACK-BASED HABITAT MODELS FOR SOUND MARINE SPATIAL PLANNING,2018,DIVERSITY AND DISTRIBUTIONS,Include,,Modèle marin + gestion explicite
10.1038/s43247-025-02708-0,DIVERGENT IMPACTS OF CLIMATE INTERVENTIONS ON CHINA'S NORTH-SOUTH WATER DIVIDE,2025,COMMUNICATIONS EARTH & ENVIRONMENT,Include,,Modèle marin + gestion explicite
10.1111/faf.12232,"INTEGRATED ECOLOGICAL-ECONOMIC FISHERIES MODELS-EVALUATION, REVIEW AND CHALLENGES FOR IMPLEMENTATION",2018,FISH AND FISHERIES,Include,,Modèle marin + gestion explicite
10.1016/j.pocean.2013.03.003,AN ECOSYSTEM MODELLING FRAMEWORK FOR INCORPORATING CLIMATE REGIME SHIFTS INTO FISHERIES MANAGEMENT,2013,PROGRESS IN OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fsv112,WAITING FOR A FLOURISHING BALTIC COD (GADUS MORHUA) FISHERY THAT NEVER COMES: OLD TRUTHS AND NEW PERSPECTIVES,2015,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1007/s13280-012-0324-z,UNCERTAINTIES IN A BALTIC SEA FOOD-WEB MODEL REVEAL CHALLENGES FOR FUTURE PROJECTIONS,2012,AMBIO,Include,,Modèle marin + gestion explicite
10.1111/faf.12155,"MODELLING CLIMATE CHANGE IMPACTS ON MARINE FISH POPULATIONS: PROCESS-BASED INTEGRATION OF OCEAN WARMING, ACIDIFICATION AND OTHER ENVIRONMENTAL DRIVERS",2016,FISH AND FISHERIES,Review/synthesis,,Revue de littérature
10.5751/ES-08825-220134,IDENTIFYING POTENTIAL CONSEQUENCES OF NATURAL PERTURBATIONS AND MANAGEMENT DECISIONS ON A COASTAL FISHERY SOCIAL-ECOLOGICAL SYSTEM USING QUALITATIVE LOOP ANALYSIS,2017,ECOLOGY AND SOCIETY,Include,,Modèle marin + gestion explicite
10.1016/j.marpol.2012.02.005,FROM KRILL TO CONVENIENCE STORES: FORECASTING THE ECONOMIC AND ECOLOGICAL EFFECTS OF FISHERIES MANAGEMENT ON THE US WEST COAST,2012,MARINE POLICY,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fss175,THE ROLE OF BEHAVIOURAL FLEXIBILITY IN A WHOLE OF ECOSYSTEM MODEL,2013,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1371/journal.pone.0280366,AN UPDATED END-TO-END ECOSYSTEM MODEL OF THE NORTHERN CALIFORNIA CURRENT REFLECTING ECOSYSTEM CHANGES DUE TO RECENT MARINE HEATWAVES,2024,PLOS ONE,Include,,Modèle marin + gestion explicite
10.1016/j.dsr2.2016.07.007,PREDICTING FORAGING HOTSPOTS FOR YELKOUAN SHEARWATER IN THE BLACK SEA,2017,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,Include,,Modèle marin — inclus par règle du doute
10.1016/j.fishres.2019.02.012,T-ONS A SWIFT TRANSPORTABLE AND USER FRIENDLY INTEGRATIVE MODEL OF THE NORTH SEA FOR DECISION SUPPORT,2019,FISHERIES RESEARCH,Include,,Modèle marin + gestion explicite
10.1016/j.jmarsys.2017.03.008,TROPHIC MODELS: WHAT DO WE LEARN ABOUT CELTIC SEA AND BAY OF BISCAY ECOSYSTEMS?,2017,JOURNAL OF MARINE SYSTEMS,Include,,Modèle marin + gestion explicite
10.1016/j.ecolind.2023.111081,ECOSYSTEM-BASED FISHERY MANAGEMENT THAT ACCOUNTS FOR TRADE-OFFS BETWEEN FISHING AND ENHANCEMENT STOCKING: A CASE STUDY OF JUEHUA ISLAND IN THE BOHAI SEA,2023,ECOLOGICAL INDICATORS,Include,,Modèle marin + gestion explicite
10.5751/ES-04290-160311,"EFFECTS OF FISHING TOURISM IN A COASTAL MUNICIPALITY: A CASE STUDY FROM RISOR, NORWAY",2011,ECOLOGY AND SOCIETY,Include,,Modèle marin + gestion explicite
10.1007/s10584-012-0641-z,TRADE-OFFS ASSOCIATED WITH DIFFERENT MODELING APPROACHES FOR ASSESSMENT OF FISH AND SHELLFISH RESPONSES TO CLIMATE CHANGE,2013,CLIMATIC CHANGE,Include,,Modèle marin + gestion explicite
10.1038/s41561-022-01066-2,GLOBAL PATTERNS IN MARINE ORGANIC MATTER STOICHIOMETRY DRIVEN BY PHYTOPLANKTON ECOPHYSIOLOGY,2022,NATURE GEOSCIENCE,Include,,Modèle marin + gestion explicite
