title,abstract,doi,label
How Parameter Specification Of An Earth System Model Of Intermediate Complexity Influences Its Climate Simulations,"EARTH SYSTEM MODELS (ESMS) CONSIST OF PARAMETERIZATION SCHEMES BASED ON ONE'S PERCEPTION OF HOW THE EARTH SYSTEM FUNCTIONS. A TYPICAL ESM CONTAINS A LARGE NUMBER OF PARAMETERS (I.E., THE CONSTANTS AND EXPONENTS IN THE PARAMETERIZATION SCHEMES) WHOSE SPECIFICATION CAN HAVE A SIGNIFICANT IMPACT ON AN ESM'S SIMULATION CAPABILITIES. SENSITIVITY ANALYSES (SA) IS AN IMPORTANT TOOL FOR ASSESSING HOW PARAMETER SPECIFICATION INFLUENCES MODEL SIMULATIONS. IN THIS STUDY, WE USED AN EARTH SYSTEM MODEL OF INTERMEDIATE COMPLEXITY (EMIC)LOVECLIM AS AN EXAMPLE TO ILLUSTRATE HOW SA METHODS CAN BE USED TO IDENTIFY THE MOST SENSITIVE PARAMETERS THAT CONTROL THE SIMULATIONS OF SEVERAL KEY GLOBAL WATER AND ENERGY CYCLE VARIABLES, INCLUDING GLOBAL ANNUAL MEAN ABSOLUTE SURFACE AIR TEMPERATURE (T-G), PRECIPITATION AND EVAPORATION OVER THE LAND AND OVER THE OCEANS (P-L, P-O, E-L, E-O), AND LAND RUNOFF (R-L). WE ALSO DEMONSTRATE HOW JUDICIOUSLY SPECIFYING MODEL PARAMETERS CAN IMPROVE THE SIMULATIONS OF THOSE VARIABLES. THREE SA METHODS MARS, RF, AND SPARSE PCE-BASED SOBOL' METHOD WERE USED TO EVALUATE A POOL OF 25 ADJUSTABLE PARAMETERS CHOSEN FROM LAND, ATMOSPHERE, AND OCEAN COMPONENTS OF LOVECLIM AND THEIR RESULTS WERE INTERCOMPARED TO ENSURE ROBUSTNESS OF THE RESULTS. IT IS FOUND THAT WITH DIFFERENT PARAMETER SPECIFICATION, T-G CAN VARY FROM 10 TO 20 DEGREES C, AND THE VALUES OF P-L, P-O, E-L, AND E-O CAN CHANGE BY MORE THAN 100%. AN INTERESTING OBSERVATION IS THAT THE VALUE OF R-L VARY FROM 13,000 TO 35,000KM(3), FAR BELOW THE OBSERVED CLIMATOLOGICAL VALUE OF 40,000KM(3), INDICATING A MODEL STRUCTURAL DEFICIENCY IN REPRESENTING LAND RUNOFF BY LOVECLIM WHICH MUST BE CORRECTED TO OBTAIN MORE REASONABLE GLOBAL WATER BUDGETS. WE ALSO NOTE THAT PARAMETER SENSITIVITIES ARE SIGNIFICANTLY DIFFERENT AT DIFFERENT LATITUDES. FINALLY, WE SHOWED THAT GLOBAL WATER AND ENERGY CYCLE SIMULATIONS CAN BE SIGNIFICANTLY IMPROVED BY EVEN A CRUDE AUTOMATIC PARAMETER TUNING, INDICATING THAT PARAMETER OPTIMIZATION CAN BE A VIABLE WAY TO IMPROVE ESM CLIMATE SIMULATIONS. THE RESULTS FROM THIS STUDY SHOULD HELP US TO UNDERSTAND THE PARAMETER UNCERTAINTY OF A FULL-SCALE ESM.",10.1186/s40645-019-0294-x,0.0
Reducing The Risk Of Fishery Resource Disasters: A Bioeconomic Approach To Sustainable Resource Management,"RECOGNITION IS GROWING THAT FISHERIES MUST BE BOTH ECOLOGICALLY AND COMMERCIALLY SUSTAINABLE. THE BIOECONOMIC MODELS PROPOSED HEREIN CONSTITUTE AN ANALYTIC FRAMEWORK CAPABLE OF INTEGRATING THE ETHICS AND SOCIETAL VALUES ASSOCIATED WITH FISHERIES PRESERVATION. SPECIFICALLY, WE FOCUS ON THE NORMALIZED OPTIMAL (EQUILIBRIUM) FISH POPULATION, Z*, A DIMENSIONLESS VARIABLE REPRESENTING BIOMASS AS A PROPORTION OF ENVIRONMENTAL CAPACITY. WE MODEL Z* AS A FUNCTION OF (A) THE DIMENSIONLESS ""BIONOMIC GROWTH RATIO"", GAMMA, WHICH IS THE RATIO OF THE DISCOUNT RATE TO THE INTRINSIC POPULATION GROWTH RATE, AND (B) THE PRESERVATION COEFFICIENT, Q, WHICH IS THE RATIO OF THE PRESERVATION VALUE (A MEASURE OF SOCIETY'S VALUE FOR THE STOCK) TO PRICE, ASSUMING THAT THE POPULATION GROWTH RATE AND INTRINSIC GROWTH RATE ARE FIXED. IT IS SHOWN THAT INCREASING Q SIGNIFICANTLY IMPACTS Z*, PARTICULARLY FOR MODERATE VALUES OF GAMMA (2 <= GAMMA <= 4). FINALLY, STOCHASTIC POPULATION MODELS ARE USED TO ANALYZE THE RISK OF A FISH STOCK COLLAPSE DUE TO HARVESTING PRESSURES. THE BIOECONOMIC MODELS AND SIMULATIONS HEREIN DESCRIBED IMPROVE THE ACCURACY AND RELIABILITY OF MAXIMUM SUSTAINABLE YIELD MANAGEMENT.",10.1111/j.1752-1688.2006.tb06013.x,1.0
A Proposed Biogeography Of The Deep Ocean Floor,"WHILE THERE ARE MANY GENERALIZED SCHEMES REPRESENTING THE BIOGEOGRAPHIC DISTRIBUTION OF LIFE IN THE DEEP SEA, REVIEWED HERE, A COMPREHENSIVE ANALYSIS HAS NOT BEEN UNDERTAKEN SINCE VINOGRADOVA (1979, 1997) FOR THE ABYSSAL AND BELYAEV (1989) FOR THE HADAL. THE PURPOSE OF THIS PAPER IS TO PROPOSE GLOBAL BIOGEOGRAPHIC PROVINCES FOR THE LOWER BATHYAL AND ABYSSAL BENTHOS (>800 M DEPTHS) IN ORDER TO AID HIGH SEAS MANAGEMENT EFFORTS. BIOLOGICAL SAMPLES FROM THESE DEPTHS ARE SPARSE SO DELINEATION OF BIOGEOGRAPHIC PROVINCES WAS INITIALLY HYPOTHESIZED USING OCEANOGRAPHIC PROXIES, AND EXAMINED WITH DOCUMENTED LOCATIONS OF SELECT BENTHIC MARINE SPECIES. THESE BIOGEOGRAPHIC PROVINCES WERE FIRST DEVELOPED IN 2009 VIA AN EXPERT CONSULTATION WORKSHOP TO DELINEATE BIOGEOGRAPHIC PROVINCES IN OFFSHORE REGIONS - THE GLOBAL OPEN OCEAN AND DEEP SEA (GOODS) CLASSIFICATION. WE HAVE REFINED THE GOODS DEEP-SEA CLASSIFICATION BY INCORPORATING ADDITIONAL HIGH-RESOLUTION HYDROGRAPHIC AND ORGANIC-MATTER FLUX DATA FOR THE SEAFLOOR. WATER MASS CHARACTERISTICS (TEMPERATURE AND SALINITY) AND PARTICULATE ORGANIC FLUX TO THE SEAFLOOR WERE THE STRONGEST DETERMINANTS IN THE FINAL DELINEATION OF PROVINCIAL BOUNDARIES. THIS PROCESS RESULTED IN THE DELINEATION OF 14 LOWER BATHYAL AND 14 ABYSSAL PROVINCES. THE BATHYAL AND ABYSSAL CLASSIFICATIONS PRESENTED HERE SHOULD BE USED WITH OTHER MANAGEMENT TOOLS AND ANALYSES (E.G., PREDICTIVE HABITAT MODELING, SEAMOUNT CLASSIFICATIONS, ETC.) TO HELP DETERMINE WHERE MARINE PROTECTED AREAS SHOULD BE PLACED AND TO MINIMIZE THE NEGATIVE IMPACTS OF COMMERCIAL ACTIVITIES IN THE HIGH SEAS. (C) 2012 ELSEVIER LTD. ALL RIGHTS RESERVED.",10.1016/j.pocean.2012.11.003,0.0
Economic Value Of Ecological Information In Ecosystem Based Natural Resource Management Depends On Exploitation History,"ECOSYSTEM APPROACHES TO NATURAL RESOURCE MANAGEMENT ARE SEEN AS A WAY TO PROVIDE BETTER OUTCOMES FOR ECOSYSTEMS AND FOR PEOPLE, YET THE NATURE AND STRENGTH OF INTERACTIONS AMONG ECOSYSTEM COMPONENTS IS USUALLY UNKNOWN. HERE WE CHARACTERIZE THE ECONOMIC BENEFITS OF ECOLOGICAL KNOWLEDGE THROUGH A SIMPLE MODEL OF FISHERIES THAT TARGET A PREDATOR (PISCIVORE) AND ITS PREY. WE SOLVE FOR THE MANAGEMENT (HARVEST) TRAJECTORY THAT MAXIMIZES NET PRESENT VALUE (NPV) FOR DIFFERENT ECOLOGICAL INTERACTIONS AND INITIAL CONDITIONS THAT REPRESENT DIFFERENT LEVELS OF EXPLOITATION HISTORY. OPTIMAL MANAGEMENT TRAJECTORIES GENERALLY APPROACHED SIMILAR HARVEST LEVELS, BUT THE PATHWAYS TOWARD THOSE LEVELS VARIED CONSIDERABLY BY ECOLOGICAL SCENARIO. APPLICATION OF THE WRONG HARVEST TRAJECTORY, WHICH WOULD HAPPEN IF ONE TYPE OF ECOLOGICAL INTERACTION WERE ASSUMED BUT IN FACT ANOTHER WERE OCCURRING, GENERALLY LED TO ONLY MODEST REDUCTIONS IN NPV. HOWEVER, THE RISKS WERE NOT EQUAL ACROSS FLEETS: RISKS OF INCURRING LARGE LOSSES OF NPV AND MISSING MANAGEMENT TARGETS WERE MUCH HIGHER IN THE FISHERY TARGETING PISCIVORES, ESPECIALLY WHEN PISCIVORES WERE HEAVILY DEPLETED. OUR FINDINGS SUGGEST THAT THE ECOSYSTEM APPROACH MIGHT PROVIDE THE GREATEST BENEFITS WHEN USED TO IDENTIFY SYSTEM STATES WHERE MANAGEMENT PERFORMS POORLY WITH IMPERFECT KNOWLEDGE OF SYSTEM LINKAGES SO THAT MANAGEMENT STRATEGIES CAN BE ADOPTED TO AVOID THOSE STATES.",10.1073/pnas.1716858115,1.0
Acclimation By Diverse Phytoplankton Species Determines Oceanic Carbon To Nitrogen Ratios,"THE CARBON TO NITROGEN (CN) RATIO OF PHYTOPLANKTON CONNECTS THE CARBON AND NITROGEN CYCLES IN THE OCEAN. ANY VARIATION IN THIS RATIO UNDER CLIMATE CHANGE WILL ALTER THE AMOUNT OF CARBON FIXED BY PHOTOSYNTHESIS, AND ULTIMATELY THE AMOUNT SEQUESTERED IN THE OCEAN. HOWEVER, A CONSISTENT MECHANISTIC EXPLANATION REMAINS LACKING FOR OBSERVED SPECIES-SPECIFIC VARIATIONS IN PHYTOPLANKTON CN RATIOS. WE SHOW THAT ACCLIMATION TO AMBIENT ENVIRONMENTAL CONDITIONS EXPLAINS THE OBSERVED VARIATION OF PHYTOPLANKTON CN RATIOS BY INCORPORATING PHYTOPLANKTON ACCLIMATION THEORY BASED ON A RESOURCE ALLOCATION TRADE-OFF BETWEEN CARBON VS. NITROGEN ACQUISITION CAPACITY INTO A THREE-DIMENSIONAL MARINE ECOSYSTEM MODEL. INTER-SPECIFIC DIFFERENCES IN CN RATIO AND ITS SENSITIVITY ARE CAUSED BY INTER-SPECIFIC DIFFERENCES IN DROOP'S MINIMUM NITROGEN CELL QUOTA. OUR MODEL, CONSTRAINED BY OBSERVED PHYTOPLANKTON PARAMETERS, SHOWS THAT THE GLOBAL MEAN PHYTOPLANKTON CN RATIO IS GREATER THAN THE CANONICAL REDFIELD RATIO, AS SUGGESTED PREVIOUSLY BASED ON REGIONAL IN SITU OBSERVATIONS.",10.1002/lol2.10304,0.0
"Herring And The ""exxon Valdez"" Oil Spill: An Investigation Into Historical Data Conflicts","IT WAS GENERALLY BELIEVED THAT THE 1989 ""EXXON VALDEZ"" OIL SPILL DID NOT CAUSE THE COLLAPSE OF THE PRINCE WILLIAM SOUND PACIFIC HERRING (CLUPEA PALLASI) POPULATION BECAUSE OF A 4-YEAR GAP BETWEEN THE SPILL AND THE COLLAPSE. HOWEVER, WE NOTED IN A PREVIOUS PAPER THAT SOME DATA SUGGESTED AN EARLIER TIMING FOR THE HERRING DECLINE. WE EXAMINE HISTORICAL PATTERNS OF HERRING SPAWN, ANOMALIES IN HISTORICAL FISHERIES MODEL PREDICTIONS, CHANGES IN PREDATION BEHAVIOUR OF STELLER SEA LIONS (EUMETOPIAS JUBATUS), AND A DECADAL DATABASE OF ACOUSTIC MEASUREMENTS OF HERRING BIOMASS. BEHAVIOUR OF ADULT HERRING MAKES THEM ESPECIALLY VULNERABLE TO DAMAGE FROM OIL SPILLS, SOMETHING THAT WAS EITHER UNKNOWN OR MISUNDERSTOOD AT THE TIME OF THE SPILL. WE THEREFORE ARGUE THAT THE START OF THE HERRING DECLINE WAS COINCIDENT WITH THE OIL SPILL, AND THAT THE DECLINE TOOK PLACE OVER A 5-YEAR PERIOD, RATHER THAN THE SINGLE-YEAR COLLAPSE PREVIOUSLY REPORTED. ALTHOUGH A COMPREHENSIVE MANAGEMENT APPROACH IS NOW IN USE FOR HERRING, THE TOOLS WERE NOT IN PLACE AT THE TIME OF THE OIL SPILL OR THE SUBSEQUENT COLLAPSE.",10.1093/icesjms/fsm176,0.0
The Trophic Role Of The Endangered Caribbean Manatee Trichechus Manatus In An Estuary With Low Abundance Of Seagrass,"CHETUMAL BAY IS A REFUGE FOR THE MANATEE, TRICHECHUS MANATUS, A LARGE AND STRICTLY HERBIVOROUS AQUATIC MAMMAL. THE ECOSYSTEM IS NOTORIOUSLY POOR IN SUBAQUATIC VEGETATION, THE MAIN COMPONENTS OF MANATEES' DIET. DUE TO THE CONSTANT PRESENCE OF MANATEES IN THE BAY AND THEIR ABILITY TO CONSUME LARGE VOLUMES OF PLANT MATERIAL, IT IS ASSUMED THAT THE SPECIES HAS A RELEVANT TROPHIC IMPACT ON THE SYSTEM. A MASS-BALANCE TROPHIC MODEL WAS DESIGNED TO DESCRIBE THE FLOWS OF ENERGY AND MATTER IN THE BAY, WITH THE GOAL OF ASSESSING THE ROLE OF MANATEES IN THE SYSTEM. THE SYSTEM WAS AGGREGATED IN EIGHT EFFECTIVE TROPHIC LEVELS. THE BIOMASS WAS INTENSELY CONCENTRATED IN THE DETRITUS, SUGGESTING THAT THE MATTER ON THE BOTTOM SEDIMENT IS THE MAIN REGULATOR OF THE ENERGY FLOW IN THE SYSTEM. PRIMARY PRODUCERS COMPRISED OF DETRITUS, MANGROVE, BENTHIC AUTOTROPHS, AND PHYTOPLANKTON. THE APEX PREDATORS WERE DOLPHINS AND LARGE PISCIVOROUS FISHES. MANATEES OCCUPIED THE TROPHIC LEVEL 2.0. MANATEES WERE DIRECTLY OR INDIRECTLY IMPACTED BY AUTOTROPHS, MANGROVE, AND DETRITUS; BUT THE COMPETITION BETWEEN MANATEES AND OTHER GROUPS WAS INSIGNIFICANT. IN COMPARISON TO OTHER ECOSYSTEMS WHERE MANATEES OCCUR, CHETUMAL BAY (BCH) HAS THE LOWEST RELATIVE BIOMASS OF SEAGRASSES. SEVERAL ECOLOGICAL AND BEHAVIORAL MECHANISMS TO COMPENSATE THE LACK OF MACROPHYTES BIOMASS (OR A COMBINATION OF SEVERAL) ARE SUGGESTED. ECOPATH WITH ECOSIM MODELS ARE USEFUL TO DESCRIBE THE FLOW OF ENERGY AND MATTER IN THE ECOSYSTEMS. HOWEVER, THERE ARE STILL CRITICAL GAPS IN THE KNOWLEDGE OF BCH AND ITS MANATEE POPULATION. IT IS DIFFICULT TO ASSESS THE UNCERTAINTY ASSOCIATED WITH THE ESTIMATES OBTAINED; THEREFORE, RESULTS SHOULD BE INTERPRETED WITH CAUTION. IMPROVING THIS PRELIMINARY MODEL WITH ROBUST LOCAL INFORMATION ON THE CHETUMAL BAY ECOLOGY AND ITS MANATEE POPULATION IS RECOMMENDED.",10.1007/s12237-011-9420-8,0.0
Introduction To The Red Sea,"THE RED SEA, CHARACTERIZED BY A NUMBER OF UNIQUE OCEANOGRAPHIC AND BIOLOGICAL FEATURES, IS A HOTSPOT FOR CORAL REEF ECOLOGY. IT ALSO PROVIDED HUMANS FOR MILLENNIA, FROM THE EARLIEST RECORD OF HUMAN CONSUMPTION OF SEAFOOD TO ITS CURRENT ROLE AS AN IMPORTANT FISHING GROUND FOR THE SEVEN COUNTRIES ALONG ITS SHORES. CONTEMPORARY FISHERIES NEED MONITORING AND MANAGEMENT, AND CATCH DATA ARE CRUCIAL TO BOTH. HOWEVER, RELIABLE TIME-SERIES OF CATCH DATA ARE LACKING FOR MOST RED SEA FISHERIES. HERE, THE CATCHES OF RED SEA FISHERIES ARE 'RECONSTRUCTED' FROM 1950 TO 2010 BY COUNTRY (I.E., EGYPT, SUDAN, ERITREA, YEMEN, SAUDI ARABIA, JORDAN AND ISRAEL) AND SECTOR (ARTISANAL, SUBSISTENCE, INDUSTRIAL AND RECREATIONAL), AND IN TERMS OF THEIR SPECIES COMPOSITION. HISTORICAL DOCUMENTS, PUBLISHED AND UNPUBLISHED REPORTS AND OTHER GREY LITERATURE, DATABASES, FIELD SURVEYS, ANECDOTAL INFORMATION, INTERVIEWS, AND INFORMATION ON PROCESSED SEAFOOD PRODUCTS WERE USED AS SOURCES. WHEN RELIABLE DATA WERE AVAILABLE FOR A NUMBER OF YEARS, THEY WERE USED AS ANCHOR POINTS, AND MISSING YEARS WERE INTERPOLATED, BASED ON ASSUMPTIONS OF CONTINUITY, AND GIVEN THE BEST KNOWLEDGE OF THE FISHERIES AVAILABLE. THE RECONSTRUCTED CATCHES (WHICH ALSO INCLUDE DISCARDS) WERE COMPARED TO THE STATISTICS SUBMITTED BY THE ABOVE-MENTIONED COUNTRIES TO THE FOOD AND AGRICULTURAL ORGANIZATION (FAO) OF THE UNITED NATIONS. OVERALL, THE TOTAL RED SEA CATCH WAS LOW (AROUND 50,000 T.YEAR(-1)) UNTIL 1960, INCREASED TO A PEAK (AROUND 177,000 T) IN 1993, AND IS DECLINING SINCE. OVERALL, IT WAS 1.5 TIMES HIGHER THAN THE CATCH OFFICIALLY SUBMITTED TO FAO BY THE COUNTRIES BORDERING THE RED SEA. ARTISANAL FISHERIES GENERALLY CONTRIBUTED ABOUT HALF OF THE TOTAL RED SEA CATCH, WHILE THE COMPOSITION OF THE CATCH WAS EXTREMELY VARIED, WITH NO SINGLE SPECIES OR EVEN FAMILY DOMINATING. IN ADDITION TO THE NATIONAL CATCH RECONSTRUCTIONS, THE LOCAL (ARABIC) NAMES OF COMMON COMMERCIAL FISHES, AN ECOSYSTEM MODEL AND A TIME SERIES OF THE EFFORT ARE ALSO PRESENTED. THE RESULTING CATCH TRENDS PROVIDE CRUCIAL HISTORICAL RECORDS AND IMPORTANT GUIDANCE FOR THE DEVELOPMENT OF FUTURE FISHERIES MANAGEMENT POLICIES AIMING AT RESOURCE CONSERVATION AND SUSTAINING THE LIVELIHOODS OF THE COASTAL COMMUNITIES. EXTRA MATERIAL FOR THIS CHAPTER IS AVAILABLE FROM HTTP://EXTRAS.SPRINGER.COM/",10.1007/978-94-017-7435-2_1,1.0
Beyond Big Fish: The Case For More Detailed Representations Of Top Predators In Marine Ecosystem Models,"SEABIRDS AND MARINE MAMMALS ARE GENERALLY NOT WELL REPRESENTED IN MARINE ECOSYSTEM MODELS, DESPITE THE IMPORTANT ROLES THAT THESE GROUPS PLAY IN DETERMINING ECOSYSTEM DYNAMICS. THIS IS AN IMPORTANT GAP IN MODEL DEVELOPMENT, PARTICULARLY FOR END-TO-END ECOSYSTEM MODELS, WHICH ARE BECOMING INCREASINGLY IMPORTANT TOOLS FOR FISHERIES AND ECOSYSTEM BASED MANAGEMENT AND ASSESSMENT. EXAMINATION OF LARGE-SCALE AND WIDELY-APPLIED PELAGIC END-TO-END ECOSYSTEM MODELS INDICATES THAT REPRESENTATIONS OF PREDATORS ARE CURRENTLY BEST DEVELOPED FOR FISH GROUPS. THE METHODS FOR MODELLING SEABIRDS AND MARINE MAMMALS ON THE OTHER HAND, ARE LESS WELL DEVELOPED. THIS IS POTENTIALLY DUE TO THE CHALLENGES INVOLVED IN DATA COLLECTION AND IN REPRESENTING THE COMPLEX LIFE HISTORIES OF MANY OF THESE SPECIES. TO EXAMINE THE EFFECT THAT DIFFERENT REPRESENTATIONS OF HIGHER TROPHIC LEVEL PREDATORS MIGHT HAVE ON ECOSYSTEM MODEL PREDICTIONS, WE DEVELOPED A SET OF SIMPLE NESTED QUALITATIVE NETWORK MODELS AND EXAMINED THEIR RESPONSES TO PERTURBATIONS. RESPONSES DIFFERED BETWEEN MODELS ACROSS A RANGE OF TROPHIC LEVELS UNDER A SIMPLE SCENARIO FOR ENVIRONMENTAL CHANGE, HIGHLIGHTING THAT HOW PREDATORS ARE MODELLED CAN HAVE IMPLICATIONS FOR ECOSYSTEM-LEVEL PREDICTIONS. WE CONCLUDE WITH A DISCUSSION AROUND POTENTIAL APPROACHES FOR DEVELOPING MORE DETAILED REPRESENTATIONS OF PREDATOR GROUPS, AND SUGGEST INCORPORATING DYNAMIC ENERGY BUDGET THEORY IN INDIVIDUAL-BASED MODELS TO REPRESENT HIGHER TROPHIC LEVEL PREDATORS WITH MORE COMPLEX LIFE HISTORIES. (C) 2017 ELSEVIER B.V. ALL RIGHTS RESERVED.",10.1016/j.ecolmodel.2017.04.004,1.0
Anthropogenic Barriers Limit Fish Access To Essential Habitats In The Amazon In The Face Of Climate Change,"BARRIERS REPRESENT ONE OF THE GREATEST THREATS TO RIVER INTEGRITY AND FRESHWATER FISH, AS THEY FRAGMENT HABITATS AND IMPAIR SPECIES DISPERSAL, PARTICULARLY IN A SCENARIO OF CLIMATE CHANGE. IN THIS CONTEXT, WE APPLIED A NOVEL FRAMEWORK THAT COMBINED PREDICTIONS OF SPECIES DISTRIBUTION MODELS WITH A RIVER CONNECTIVITY INDEX TO IDENTIFY ACCESSIBLE AND CLIMATIC-ENVIRONMENTAL SUITABLE HABITATS FOR FRUGIVOROUS AND SOCIOECONOMICALLY IMPORTANT FISH IN THE AMAZON BASIN. WE ALSO RANKED DAMS BASED ON THEIR POTENTIAL FOR RIVER FRAGMENTATION AND BLOCKING ACCESS TO CLIMATE REFUGE FOR FISH SPECIES THAT PROVIDE ESSENTIAL ECOSYSTEM FUNCTIONS AND SERVICES IN THE AMAZON. OUR RESULTS REVEALED THAT THERE ARE STILL EXTENSIVE AREAS THAT REMAIN BOTH CONNECTED AND CLIMATIC-ENVIRONMENTALLY SUITABLE ALONG THE AMAZON-SOLIM & OTILDE;ES RIVERS, ACTING AS CORE AREAS FOR FISH DISPERSAL AND TRACKING SUITABLE HABITATS. HOWEVER, THE PLANNED EXPANSION OF HYDROPOWER INFRASTRUCTURE COMBINED WITH CLIMATE CHANGE CAN LEAD TO A CONTRACTION OF AREAS THAT WILL REMAIN SIMULTANEOUSLY CLIMATIC-ENVIRONMENTAL SUITABLE AND CONNECTED. BY IDENTIFYING AND RANKING THE MOST IMPACTFUL BARRIERS, OUR RESULTS CAN PROVIDE INNOVATIVE AND APPLICABLE INFORMATION FOR SUSTAINABLE ENERGY PLANNING DECISIONS IN THE AMAZON. THESE RESULTS CAN INFORM POLICIES AND CONSERVATION ACTIONS AIMED AT PRESERVING RIVER CONNECTIVITY, BIODIVERSITY, AND ECOSYSTEM SERVICES UNDER RAPIDLY CHANGING CONDITIONS.",10.1111/gcb.70685,0.0
